"";"code_pcs";"intitule_pcs";"libelle"
"2993";"54D1";"Employés administratifs des services commerciaux";"Agent polyvalent administratif et commercial / Agente polyvalente administrative et commerciale"
"2994";"54D1";"Employés administratifs des services commerciaux";"Assistant aux achats / Assistante aux achats"
"2995";"54D1";"Employés administratifs des services commerciaux";"Assistant commercial export / Assistante commerciale export"
"2996";"54D1";"Employés administratifs des services commerciaux";"Assistant des ventes / Assistante des ventes"
"2997";"54D1";"Employés administratifs des services commerciaux";"Attaché de clientèle du commerce / Attachée de clientèle du commerce"
"2998";"54D1";"Employés administratifs des services commerciaux";"Chargé de clientèle du commerce / Chargée de clientèle du commerce"
"2999";"54D1";"Employés administratifs des services commerciaux";"Gestionnaire administration des ventes (ADV)"
"3000";"54D1";"Employés administratifs des services commerciaux";"Gestionnaire approvisionneur du BTP / Gestionnaire approvisionneuse du BTP"
"3001";"54D1";"Employés administratifs des services commerciaux";"Gestionnaire approvisionneur du commerce / Gestionnaire approvisionneuse du commerce"
"3002";"54D2";"Employés des autres services administratifs";"Assistant de gestion administrative / Assistante de gestion administrative"
"3003";"54D2";"Employés des autres services administratifs";"Employé administratif (gestion) / Employée administrative (gestion)"
"3004";"54D2";"Employés des autres services administratifs";"Gestionnaire de paie"
"3005";"54D2";"Employés des autres services administratifs";"Agent administratif de banque / Agente administrative de banque"
"3006";"54D2";"Employés des autres services administratifs";"Agent administratif de la sécurité sociale / Agente administrative de la sécurité sociale"
"3007";"54D2";"Employés des autres services administratifs";"Agent administratif des assurances / Agente administrative des assurances"
"3008";"54D2";"Employés des autres services administratifs";"Agent de bureau technique / Agente de bureau technique"
"3009";"54D2";"Employés des autres services administratifs";"Assistant de communication / Assistante de communication"
"3010";"54D2";"Employés des autres services administratifs";"Assistant de formation / Assistante de formation"
"3011";"54D2";"Employés des autres services administratifs";"Assistant de gestion locative en immobilier / Assistante de gestion locative en immobilier"
"3012";"54D2";"Employés des autres services administratifs";"Assistant documentaliste / Assistante documentaliste"
"3013";"54D2";"Employés des autres services administratifs";"Chargé de recrutement / Chargée de recrutement"
"3014";"54D2";"Employés des autres services administratifs";"Chargé du recouvrement / Chargée du recouvrement"
"3015";"54D2";"Employés des autres services administratifs";"Conseiller habitat / Conseillère habitat"
"3016";"54D2";"Employés des autres services administratifs";"Employé aux achats / Employée aux achats"
"3017";"54D2";"Employés des autres services administratifs";"Employé aux archives / Employée aux archives"
"3018";"54D2";"Employés des autres services administratifs";"Employé des services généraux / Employée des services généraux"
"3019";"54D2";"Employés des autres services administratifs";"Enquêteur statistique / Enquêtrice statistique"
"3020";"54D2";"Employés des autres services administratifs";"Gestionnaire de contentieux"
"3021";"54D2";"Employés des autres services administratifs";"Gestionnaire locatif"
"3022";"54D2";"Employés des autres services administratifs";"Permanent associatif / Permanente associative"
"3023";"54D2";"Employés des autres services administratifs";"Vaguemestre"
"3024";"55A1";"Vendeurs en produits alimentaires";"Employé de commerce de bouche / Employée de commerce de bouche"
"3025";"55A1";"Vendeurs en produits alimentaires";"Vendeur conseil magasin alimentation (VCM) / Vendeuse conseil magasin alimentation (VCM)"
"3026";"55A1";"Vendeurs en produits alimentaires";"Vendeur en alimentation / Vendeuse en alimentation"
"3027";"55A1";"Vendeurs en produits alimentaires";"Vendeur en boulangerie / Vendeuse en boulangerie"
"3028";"55A1";"Vendeurs en produits alimentaires";"Poissonnier / Poissonnière"
"3029";"55A1";"Vendeurs en produits alimentaires";"Préparateur-vendeur en boulangerie / Préparatrice-vendeuse en boulangerie"
"3030";"55A1";"Vendeurs en produits alimentaires";"Vendeur de fruits et légumes / Vendeuse de fruits et légumes"
"3031";"55A1";"Vendeurs en produits alimentaires";"Vendeur de primeurs / Vendeuse de primeurs"
"3032";"55A1";"Vendeurs en produits alimentaires";"Vendeur de produits alimentaires / Vendeuse de produits alimentaires"
"3033";"55A1";"Vendeurs en produits alimentaires";"Vendeur de produits diététiques / Vendeuse de produits diététiques"
"3034";"55A1";"Vendeurs en produits alimentaires";"Vendeur de vins et spiritueux / Vendeuse de vins et spiritueux"
"3035";"55A1";"Vendeurs en produits alimentaires";"Vendeur en boucherie / Vendeuse en boucherie"
"3036";"55A1";"Vendeurs en produits alimentaires";"Vendeur en charcuterie / Vendeuse en charcuterie"
"3037";"55A1";"Vendeurs en produits alimentaires";"Vendeur en fromagerie / Vendeuse en fromagerie"
"3038";"55A1";"Vendeurs en produits alimentaires";"Vendeur en pâtisserie / Vendeuse en pâtisserie"
"3039";"55A1";"Vendeurs en produits alimentaires";"Vendeur en poissonnerie / Vendeuse en poissonnerie"
"3040";"55A1";"Vendeurs en produits alimentaires";"Vendeur rayon boucherie / Vendeuse rayon boucherie"
"3041";"55A1";"Vendeurs en produits alimentaires";"Vendeur rayon traiteur / Vendeuse rayon traiteur"
"3042";"55B1";"Vendeurs de biens pour le foyer";"Vendeur conseil magasin équipement du foyer (VCM) / Vendeuse conseil magasin équipement du foyer (VCM)"
"3043";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en ameublement, décoration / Vendeuse en ameublement, décoration"
"3044";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en bricolage / Vendeuse en bricolage"
"3045";"55B1";"Vendeurs de biens pour le foyer";"Décorateur conseil en ameublement / Décoratrice conseil en ameublement"
"3046";"55B1";"Vendeurs de biens pour le foyer";"Vendeur d'accessoires auto / Vendeuse d'accessoires auto"
"3047";"55B1";"Vendeurs de biens pour le foyer";"Vendeur d'articles d'arts de la table / Vendeuse d'articles d'arts de la table"
"3048";"55B1";"Vendeurs de biens pour le foyer";"Vendeur d'outillage / Vendeuse d'outillage"
"3049";"55B1";"Vendeurs de biens pour le foyer";"Vendeur de biens pour le foyer / Vendeuse de biens pour le foyer"
"3050";"55B1";"Vendeurs de biens pour le foyer";"Vendeur de cuisines / Vendeuse de cuisines"
"3051";"55B1";"Vendeurs de biens pour le foyer";"Vendeur de matériaux de construction / Vendeuse de matériaux de construction"
"3052";"55B1";"Vendeurs de biens pour le foyer";"Vendeur de matériels informatiques / Vendeuse de matériels informatiques"
"3053";"55B1";"Vendeurs de biens pour le foyer";"Vendeur de meubles / Vendeuse de meubles"
"3054";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en animalerie / Vendeuse en animalerie"
"3055";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en droguerie, bazar, quincaillerie / Vendeuse en droguerie, bazar, quincaillerie"
"3056";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en électroménager / Vendeuse en électroménager"
"3057";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en image et son (radio, télévision, hi-fi) / Vendeuse en image et son (radio, télévision, hi-fi)"
"3058";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en jardinerie / Vendeuse en jardinerie"
"3059";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en plomberie, sanitaires / Vendeuse en plomberie, sanitaires"
"3060";"55B1";"Vendeurs de biens pour le foyer";"Vendeur en tissus, tapis, moquette / Vendeuse en tissus, tapis, moquette"
"3061";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Fleuriste"
"3062";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur conseil magasin beauté, culture, loisirs (VCM) / Vendeuse conseil magasin beauté, culture, loisirs (VCM)"
"3063";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en bijouterie, joaillerie, horlogerie / Vendeuse en bijouterie, joaillerie, horlogerie"
"3064";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Conseiller commercial en téléphonie / Conseillère commerciale en téléphonie"
"3065";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Conseiller en parapharmacie / Conseillère en parapharmacie"
"3066";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Libraire"
"3067";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur d'antiquités / Vendeuse d'antiquités"
"3068";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur d'instruments de musique / Vendeuse d'instruments de musique"
"3069";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur d'objets d'art / Vendeuse d'objets d'art"
"3070";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur d'objets de collection (timbre, monnaie, etc.) / Vendeuse d'objets de collection (timbre, monnaie, etc.)"
"3071";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur de jeux et jouets / Vendeuse de jeux et jouets"
"3072";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur de jeux vidéos, multimédia / Vendeuse de jeux vidéos, multimédia"
"3073";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur de matériels médicaux et paramédicaux / Vendeuse de matériels médicaux et paramédicaux"
"3074";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en cosmétique / Vendeuse en cosmétique"
"3075";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en fournitures de bureaux / Vendeuse en fournitures de bureaux"
"3076";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en librairie, papeterie / Vendeuse en librairie, papeterie"
"3077";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en maroquinerie / Vendeuse en maroquinerie"
"3078";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en optique, lunetterie / Vendeuse en optique, lunetterie"
"3079";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en parfumerie / Vendeuse en parfumerie"
"3080";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en pharmacie / Vendeuse en pharmacie"
"3081";"55B2";"Vendeurs en produits de beauté, culturels et de loisirs";"Vendeur en téléphonie / Vendeuse en téléphonie"
"3082";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur conseil magasin d'articles de sport (VCM) / Vendeuse conseil magasin d'articles de sport (VCM)"
"3083";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur conseil magasin d'habillement (VCM) / Vendeuse conseil magasin d'habillement (VCM)"
"3084";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur de vêtements / Vendeuse de vêtements"
"3085";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur en prêt-à-porter / Vendeuse en prêt-à-porter"
"3086";"55B3";"Vendeurs en habillement et articles de sport";"Conseiller de mode / Conseillère de mode"
"3087";"55B3";"Vendeurs en habillement et articles de sport";"Retoucheur (vendeur) / Retoucheuse (vendeuse)"
"3088";"55B3";"Vendeurs en habillement et articles de sport";"Skiman / Skiwoman"
"3089";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur conseil magasin équipement de la personne (VCM) / Vendeuse conseil magasin équipement de la personne (VCM)"
"3090";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur d'articles de puériculture / Vendeuse d'articles de puériculture"
"3091";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur de chaussures / Vendeuse de chaussures"
"3092";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur de cycles / Vendeuse de cycles"
"3093";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur en confection / Vendeuse en confection"
"3094";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur en habillement / Vendeuse en habillement"
"3095";"55B3";"Vendeurs en habillement et articles de sport";"Vendeur en lingerie / Vendeuse en lingerie"
"3096";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Pompiste"
"3097";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Animateur de piste en station service / Animatrice de piste en station service"
"3098";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Buraliste"
"3099";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Employé de station service / Employée de station service"
"3100";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Kiosquier (vente de journaux) / Kiosquière (vente de journaux)"
"3101";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur d'objets artisanaux / Vendeuse d'objets artisanaux"
"3102";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de cadeaux, souvenirs / Vendeuse de cadeaux, souvenirs"
"3103";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de cigarettes / Vendeuse de cigarettes"
"3104";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de journaux / Vendeuse de journaux"
"3105";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de produits de vapotage / Vendeuse de produits de vapotage"
"3106";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de station service / Vendeuse de station service"
"3107";"55B4";"Autres vendeurs spécialisés (carburant, tabac, presse)";"Vendeur de tabac-presse / Vendeuse de tabac-presse"
"3108";"55C1";"Vendeurs non spécialisés";"Animateur commercial / Animatrice commerciale"
"3109";"55C1";"Vendeurs non spécialisés";"Vendeur conseil magasin généraliste (VCM) / Vendeuse conseil magasin généraliste (VCM)"
"3110";"55C1";"Vendeurs non spécialisés";"Vendeur en supermarché, hypermarché / Vendeuse en supermarché, hypermarché"
"3111";"55C1";"Vendeurs non spécialisés";"Vendeur polyvalent / Vendeuse polyvalente"
"3112";"55C1";"Vendeurs non spécialisés";"Démonstrateur commercial / Démonstratrice commerciale"
"3113";"55C1";"Vendeurs non spécialisés";"Vendeur en grande surface / Vendeuse en grande surface"
"3114";"55C1";"Vendeurs non spécialisés";"Vendeur en libre service / Vendeuse en libre service"
"3115";"55D1";"Caissiers du commerce";"Caissier de grande surface / Caissière de grande surface"
"3116";"55D1";"Caissiers du commerce";"Caissier de magasin, commerce / Caissière de magasin, commerce"
"3117";"55D1";"Caissiers du commerce";"Hôte de caisse / Hôtesse de caisse"
"3118";"55D1";"Caissiers du commerce";"Agent de billetterie de spectacles / Agente de billetterie de spectacles"
"3119";"55D1";"Caissiers du commerce";"Billettiste d'événements sportifs"
"3120";"55D1";"Caissiers du commerce";"Caissier de cafétéria / Caissière de cafétéria"
"3121";"55D1";"Caissiers du commerce";"Caissier de casino / Caissière de casino"
"3122";"55D1";"Caissiers du commerce";"Caissier de cinéma / Caissière de cinéma"
"3123";"55D1";"Caissiers du commerce";"Caissier de libre-service / Caissière de libre-service"
"3124";"55D1";"Caissiers du commerce";"Caissier de parking / Caissière de parking"
"3125";"55D1";"Caissiers du commerce";"Caissier de péage / Caissière de péage"
"3126";"55D1";"Caissiers du commerce";"Caissier de station service / Caissière de station service"
"3127";"55D1";"Caissiers du commerce";"Caissier de théâtre / Caissière de théâtre"
"3128";"55D1";"Caissiers du commerce";"Caissier pompiste / Caissière pompiste"
"3129";"55D1";"Caissiers du commerce";"Hôte billetterie dans un parc de loisirs / Hôtesse billetterie dans un parc de loisirs"
"3130";"55D1";"Caissiers du commerce";"Vendeur de billets de spectacles / Vendeuse de billets de spectacles"
"3131";"55D2";"Employés de libre-service du commerce";"Employé de libre service (ELS) / Employée de libre service (ELS)"
"3132";"55D2";"Employés de libre-service du commerce";"Employé de rayon / Employée de rayon"
"3133";"55D2";"Employés de libre-service du commerce";"Employé polyvalent du commerce / Employée polyvalente du commerce"
"3134";"55D2";"Employés de libre-service du commerce";"Magasinier du commerce / Magasinière du commerce"
"3135";"55D2";"Employés de libre-service du commerce";"Agent d'approvisionnement du commerce / Agente d'approvisionnement du commerce"
"3136";"55D2";"Employés de libre-service du commerce";"Aide de caisse"
"3137";"55D2";"Employés de libre-service du commerce";"Approvisionneur de rayons / Approvisionneuse de rayons"
"3138";"55D2";"Employés de libre-service du commerce";"Caddie boy / Caddie girl"
"3139";"55D2";"Employés de libre-service du commerce";"Employé de drive / Employée de drive"
"3140";"55D2";"Employés de libre-service du commerce";"Employé de magasinage / Employée de magasinage"
"3141";"55D2";"Employés de libre-service du commerce";"Gestionnaire de stock du commerce"
"3142";"55D2";"Employés de libre-service du commerce";"Gondolier / Gondolière"
"3143";"55D2";"Employés de libre-service du commerce";"Préparateur au drive / Préparatrice au drive"
"3144";"55D2";"Employés de libre-service du commerce";"Rayonniste"
"3145";"55D2";"Employés de libre-service du commerce";"Second de rayon / Seconde de rayon"
"3146";"55E1";"Télévendeurs, téléconseillers";"Téléconseiller / Téléconseillère"
"3147";"55E1";"Télévendeurs, téléconseillers";"Assistant de plateforme téléphonique / Assistante de plateforme téléphonique"
"3148";"55E1";"Télévendeurs, téléconseillers";"Assistant en télémarketing / Assistante en télémarketing"
"3149";"55E1";"Télévendeurs, téléconseillers";"Chargé de clientèle à distance / Chargée de clientèle à distance"
"3150";"55E1";"Télévendeurs, téléconseillers";"Chargé de clientèle en téléservices / Chargée de clientèle en téléservices"
"3151";"55E1";"Télévendeurs, téléconseillers";"Conseiller clientèle distribution d'énergie / Conseillère clientèle distribution d'énergie"
"3152";"55E1";"Télévendeurs, téléconseillers";"Conseiller clientèle en téléservices / Conseillère clientèle en téléservices"
"3153";"55E1";"Télévendeurs, téléconseillers";"Conseiller commercial vente à distance (VAD) / Conseillère commerciale vente à distance (VAD)"
"3154";"55E1";"Télévendeurs, téléconseillers";"Conseiller de clientèle à distance / Conseillère de clientèle à distance"
"3155";"55E1";"Télévendeurs, téléconseillers";"Opérateur téléphonique / Opératrice téléphonique"
"3156";"55E1";"Télévendeurs, téléconseillers";"Téléacteur / Téléactrice"
"3157";"55E1";"Télévendeurs, téléconseillers";"Téléprospecteur / Téléprospectrice"
"3158";"55E1";"Télévendeurs, téléconseillers";"Télévendeur / Télévendeuse"
"3159";"55E1";"Télévendeurs, téléconseillers";"Vendeur à distance (téléphone, internet) / Vendeuse à distance (téléphone, internet)"
"3160";"56A1";"Serveurs";"Serveur de café, bar, hôtel / Serveuse de café, bar, hôtel"
"3161";"56A1";"Serveurs";"Serveur de restaurant / Serveuse de restaurant"
"3162";"56A1";"Serveurs";"Barista"
"3163";"56A1";"Serveurs";"Barman / Barmaid"
"3164";"56A1";"Serveurs";"Employé de cafétéria / Employée de cafétéria"
"3165";"56A1";"Serveurs";"Garçon de café"
"3166";"56A1";"Serveurs";"Serveur de cantine / Serveuse de cantine"
"3167";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Agent de restauration collective / Agente de restauration collective"
"3168";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Aide cuisinier / Aide cuisinière"
"3169";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Employé polyvalent de restaurant / Employée polyvalente de restaurant"
"3170";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Équipier polyvalent de la restauration rapide / Équipière polyvalente de la restauration rapide"
"3171";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Apprenti cuisinier / Apprentie cuisinière"
"3172";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Cantinier / Cantinière"
"3173";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Commis de cuisine / Commise de cuisine"
"3174";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Marmiton / Marmitonne"
"3175";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Pizzaiolo"
"3176";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Plongeur de la restauration / Plongeuse de la restauration"
"3177";"56A2";"Employés polyvalents de la restauration, aides de cuisine";"Préparateur-vendeur en restauration rapide / Préparatrice-vendeuse en restauration rapide"
"3178";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Réceptionnaire de l'hôtellerie"
"3179";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Réceptionniste d'hôtel"
"3180";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Bagagiste de l'hôtellerie"
"3181";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Concierge d'hôtel"
"3182";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Coursier d'hôtel / Coursière d'hôtel"
"3183";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Groom"
"3184";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Hôte d'accueil de l'hôtellerie / Hôtesse d'accueil de l'hôtellerie"
"3185";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Liftier / Liftière"
"3186";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Majordome de l'hôtellerie"
"3187";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Portier de l'hôtellerie / Portière de l'hôtellerie"
"3188";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Veilleur de nuit de l'hôtellerie / Veilleuse de nuit de l'hôtellerie"
"3189";"56A3";"Employés d'accueil et de réception de l'hôtellerie";"Voiturier / Voiturière"
"3190";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Homme de ménage de l'hôtellerie / Femme de ménage de l'hôtellerie"
"3191";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Linger de l'hôtellerie / Lingère de l'hôtellerie"
"3192";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Valet de chambre dans un hôtel / Femme de chambre dans un hôtel"
"3193";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Agent d'entretien de l'hôtellerie / Agente d'entretien de l'hôtellerie"
"3194";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Agent de service hôtelier / Agente de service hôtelier"
"3195";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Assistant gouvernant de l'hôtellerie / Assistante gouvernante de l'hôtellerie"
"3196";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Commis de room service / Commise de room service"
"3197";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Employé de buanderie / Employée de buanderie"
"3198";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Employé polyvalent de l'hôtellerie / Employée polyvalente de l'hôtellerie"
"3199";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Équipier d'étage / Équipière d'étage"
"3200";"56A4";"Employés d'étage, employés polyvalents de l'hôtellerie";"Valet de chambre de l'hôtellerie / Femme de chambre de l'hôtellerie"
"3201";"56B1";"Coiffeurs";"Coiffeur / Coiffeuse"
"3202";"56B1";"Coiffeurs";"Apprenti coiffeur / Apprentie coiffeuse"
"3203";"56B1";"Coiffeurs";"Barbier / Barbière"
"3204";"56B1";"Coiffeurs";"Coiffeur à domicile / Coiffeuse à domicile"
"3205";"56B1";"Coiffeurs";"Coiffeur visagiste / Coiffeuse visagiste"
"3206";"56B1";"Coiffeurs";"Coloriste-permanentiste"
"3207";"56B1";"Coiffeurs";"Perruquier posticheur / Perruquière posticheuse"
"3208";"56B1";"Coiffeurs";"Poseur d'extension capillaire / Poseuse d'extension capillaire"
"3209";"56B2";"Esthéticiens et autres employés des soins corporels";"Esthéticien / Esthéticienne"
"3210";"56B2";"Esthéticiens et autres employés des soins corporels";"Agent de soins esthétiques et corporels / Agente de soins esthétiques et corporels"
"3211";"56B2";"Esthéticiens et autres employés des soins corporels";"Agent thermal / Agente thermale"
"3212";"56B2";"Esthéticiens et autres employés des soins corporels";"Apprenti esthéticien / Apprentie esthéticienne"
"3213";"56B2";"Esthéticiens et autres employés des soins corporels";"Balnéothérapeute (non kinésithérapeute)"
"3214";"56B2";"Esthéticiens et autres employés des soins corporels";"Conseiller beauté / Conseillère beauté"
"3215";"56B2";"Esthéticiens et autres employés des soins corporels";"Esthéticien-cosméticien / Esthéticienne-cosméticienne"
"3216";"56B2";"Esthéticiens et autres employés des soins corporels";"Esthéticien à domicile / Esthéticienne à domicile"
"3217";"56B2";"Esthéticiens et autres employés des soins corporels";"Manucure"
"3218";"56B2";"Esthéticiens et autres employés des soins corporels";"Maquilleur / Maquilleuse"
"3219";"56B2";"Esthéticiens et autres employés des soins corporels";"Masseur (non kinésithérapeute) / Masseuse (non kinésithérapeute)"
"3220";"56B2";"Esthéticiens et autres employés des soins corporels";"Praticien en bien-être / Praticienne en bien-être"
"3221";"56B2";"Esthéticiens et autres employés des soins corporels";"Prothésiste ongulaire"
"3222";"56B2";"Esthéticiens et autres employés des soins corporels";"Socio-esthéticien / Socio-esthéticienne"
"3223";"56B2";"Esthéticiens et autres employés des soins corporels";"Styliste ongulaire"
"3224";"56B2";"Esthéticiens et autres employés des soins corporels";"Tatoueur / Tatoueuse"
"3225";"56B2";"Esthéticiens et autres employés des soins corporels";"Thanatopracteur / Thanatopractrice"
"3226";"56C1";"Assistants familiaux, familles d'accueil";"Assistant familial / Assistante familiale"
"3227";"56C1";"Assistants familiaux, familles d'accueil";"Famille d'accueil"
"3228";"56C1";"Assistants familiaux, familles d'accueil";"Il n'y a pas d'autres libellés."
"3229";"56C2";"Assistants maternels agréés";"Assistant maternel agréé / Assistante maternelle agréée"
"3230";"56C2";"Assistants maternels agréés";"Il n'y a pas d'autres libellés."
"3231";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Baby-sitter"
"3232";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Garde d'enfants"
"3233";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Auxiliaire parental / Auxiliaire parentale"
"3234";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Employé au pair / Employée au pair"
"3235";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Gouvernant d'enfants à domicile / Gouvernante d'enfants à domicile"
"3236";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Nounou"
"3237";"56C3";"Autres salariés de particuliers pour la garde d’enfants";"Nourrice"
"3238";"56D1";"Auxiliaires de vie sociale";"Auxiliaire de vie à domicile"
"3239";"56D1";"Auxiliaires de vie sociale";"Auxiliaire de vie sociale"
"3240";"56D1";"Auxiliaires de vie sociale";"Accompagnant éducatif et social (AES) à domicile / Accompagnante éducative et sociale (AES) à domicile"
"3241";"56D2";"Autres employés d’aide à domicile et accueillants familiaux";"Aide à domicile"
"3242";"56D2";"Autres employés d’aide à domicile et accueillants familiaux";"Aide à la personne"
"3243";"56D2";"Autres employés d’aide à domicile et accueillants familiaux";"Aide ménager / Aide ménagère"
"3244";"56D2";"Autres employés d’aide à domicile et accueillants familiaux";"Assistant de vie / Assistante de vie"
"3245";"56D2";"Autres employés d’aide à domicile et accueillants familiaux";"Accueillant familial / Accueillante familiale"
"3246";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Agent d'entretien chez des particuliers / Agente d'entretien chez des particuliers"
"3247";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Employé de maison / Employée de maison"
"3248";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Homme de ménage chez des particuliers / Femme de ménage chez des particuliers"
"3249";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Valet de chambre chez des particuliers / Femme de chambre chez des particuliers"
"3250";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Cuisinier de particuliers / Cuisinière de particuliers"
"3251";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Domestique"
"3252";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Gouvernant chez des particuliers / Gouvernante chez des particuliers"
"3253";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Linger à domicile / Lingère à domicile"
"3254";"56E1";"Employés de maison et personnels de ménage chez des particuliers";"Majordome"
"3255";"56E2";"Concierges et gardiens d'immeuble d'habitation";"Concierge"
"3256";"56E2";"Concierges et gardiens d'immeuble d'habitation";"Gardien d'immeuble / Gardienne d'immeuble"
"3257";"56E2";"Concierges et gardiens d'immeuble d'habitation";"Gardien de propriété / Gardienne de propriété"
"3258";"56F1";"Autres employés des services aux particuliers";"Assistant funéraire / Assistante funéraire"
"3259";"56F1";"Autres employés des services aux particuliers";"Employé de casino / Employée de casino"
"3260";"56F1";"Autres employés des services aux particuliers";"Employé des pompes funèbres / Employée des pompes funèbres"
